word,semantic_dissimilarity
Lupetto,0.21160626411437988
mangia,0.7443448305130005
solo,0.46782857179641724
pastasciutta,0.42968669533729553
È,0.45470666885375977
l',0.3876070976257324
ora,0.4422951936721802
di,0.31991851329803467
cena,0.3368961215019226
la,0.2682148218154907
mamma,0.398531436920166
tira,0.3237302899360657
fuori,0.39309418201446533
una,0.26233547925949097
teglia,0.3853934407234192
dal,0.38477611541748047
forno,0.3403312861919403
Che,0.44721272587776184
cos',0.4057281017303467
è,0.4465133249759674
chiede,0.4249798059463501
Lupetto,0.3964453935623169
La,0.3537799119949341
mia,0.3966022729873657
specialità,0.4494265913963318
dice,0.36485952138900757
la,0.30851805210113525
mamma,0.33416929841041565
un,0.33719193935394287
soufflé,0.460681676864624
di,0.3854312300682068
prosciutto,0.39652204513549805
e,0.3833230137825012
funghi,0.40231573581695557
Bleah,0.4324173927307129
non,0.3795008659362793
mi,0.41900110244750977
piace,0.426843523979187
fa,0.4580519199371338
Lupetto,0.44269445538520813
e,0.3588736057281494
allontana,0.43843525648117065
il,0.34231090545654297
suo,0.3767330050468445
piatto,0.3484755754470825
La,0.29369139671325684
mamma,0.36178767681121826
aggrotta,0.4176652729511261
le,0.39531415700912476
sopracciglia,0.357532799243927
prima,0.4595505893230438
di,0.44797664880752563
dire,0.4194374680519104
che,0.40422481298446655
non,0.38848060369491577
ti,0.39516526460647583
piace,0.36019569635391235
dovresti,0.41395580768585205
assaggiarlo,0.3619770109653473
magari,0.36664289236068726
scopri,0.36441683769226074
che,0.34124112129211426
ne,0.4399925470352173
vai,0.42339152097702026
pazzo,0.454141765832901
No,0.4705016314983368
si,0.42921674251556396
ostina,0.4910445809364319
lupetto,0.4168470799922943
Non,0.368813693523407
mi,0.4049413800239563
piacciono,0.41116899251937866
i,0.327304482460022
funghi,0.34631749987602234
preferisco,0.35202711820602417
la,0.3018304109573364
pastasciutta,0.4004279375076294
E,0.3946964740753174
si,0.3552058935165405
tappa,0.4448522925376892
la,0.41858452558517456
bocca,0.4544815719127655
Il,0.4293619394302368
giorno,0.529212474822998
dopo,0.460631787776947
Lupetto,0.4229830801486969
rifiuta,0.39446383714675903
i,0.2618001103401184
pomodori,0.3551173806190491
ripieni,0.39630094170570374
e,0.31788545846939087
mangia,0.3282896876335144
solo,0.3693891763687134
un,0.3260505795478821
po',0.4476304054260254
di,0.2943865656852722
riso,0.33908915519714355
il,0.2952952980995178
papà,0.4123952388763428
cerca,0.3853300213813782
di,0.41050899028778076
farlo,0.46223384141921997
ridere,0.3612527847290039
fa,0.3090357184410095
il,0.4072340726852417
pagliaccio,0.34741178154945374
