word,semantic_dissimilarity
Una,
bambina,0.5803176760673523
senza,0.5761705636978149
nome,0.43580448627471924
C',0.41251516342163086
era,0.3341220021247864
una,0.2645449638366699
bambina,0.3541971445083618
che,0.26592862606048584
aveva,0.3138328790664673
un,0.31760942935943604
nome,0.3478649854660034
come,0.4070097804069519
tutti,0.4395328164100647
i,0.3616257309913635
bambini,0.3570597767829895
del,0.447191059589386
mondo,0.3650849461555481
era,0.29191017150878906
allegra,0.3900887072086334
e,0.3054012060165405
andava,0.31273287534713745
spesso,0.3637309670448303
a,0.3672941327095032
giocare,0.32621777057647705
in,0.3182833194732666
giardino,0.3415108025074005
Un,0.40069031715393066
giorno,0.389099657535553
lanciò,0.40708598494529724
la,0.314105749130249
palla,0.3933165669441223
al,0.2931343913078308
di,0.4944251775741577
là,0.4164944291114807
di,0.33341825008392334
una,0.2695571184158325
siepe,0.44973406195640564
e,0.3649356961250305
quando,0.33477234840393066
andò,0.383597731590271
a,0.388746440410614
cercarla,0.3473424017429352
non,0.37441569566726685
la,0.3363773226737976
trovò,0.3544464111328125
Cerca,0.3990935683250427
qua,0.41789916157722473
cerca,0.39129626750946045
là,0.35267430543899536
la,0.28369760513305664
palla,0.40514248609542847
non,0.29015374183654785
c',0.3776136040687561
era,0.3510325253009796
la,0.29593729972839355
bambina,0.41621100902557373
era,0.3326303958892822
stupita,0.3604597747325897
e,0.33501386642456055
anche,0.4098782539367676
un,0.3240475654602051
po',0.3829896152019501
spaventata,0.28341659903526306
A,0.3952599763870239
un,0.40089893341064453
tratto,0.4057421088218689
sentì,0.3904886245727539
una,0.29360640048980713
vocina,0.43085977435112
in,0.35246092081069946
alto,0.43331360816955566
È,0.510168194770813
tua,0.476332426071167
questa,0.41420525312423706
bella,0.3796616792678833
palla,0.4287855625152588
piccolina,0.43333855271339417
La,0.36678165197372437
bambina,0.3924294114112854
guardò,0.4341481924057007
su,0.409137487411499
e,0.37668806314468384
vide,0.39814239740371704
un,0.3145560622215271
omettino,0.4708702564239502
magro,0.3846128582954407
seduto,0.36237359046936035
a,0.33945488929748535
cavallo,0.44353950023651123
di,0.3728262782096863
un,0.31300193071365356
ramo,0.332210510969162
aveva,0.3329275846481323
la,0.3460269570350647
palla,0.4330596327781677
tra,0.47859621047973633
le,0.4234568476676941
mani,0.3625373840332031
Certo,0.5515052080154419
che,0.39137375354766846
è,0.339918851852417
mia,0.40146443247795105
Dammela,0.41597941517829895
disse,0.5013792514801025
la,0.362152099609375
bambina,0.3755921423435211
E,0.4199869632720947
tu,0.3763841986656189
cosa,0.4276381731033325
mi,0.4287867546081543
dai,0.3936534821987152
in,0.4027581214904785
cambio,0.3883647620677948
disse,0.3850540518760681
l',0.3897736966609955
ometto,0.4699183404445648
